Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
47,Travel_Rarely,Research & Development,0,Undergraduate,Female,6,5,Married,932.8869538065951,0,12,2,10,9,9,6,0
24,Non-Travel,Human Resources,0,Masters,Male,1,2,Single,3551.857224189714,1,15,3,10,3,6,14,0
21,Travel_Rarely,Sales,0,High School,Female,4,3,Single,1423.7875135634206,0,26,2,0,13,9,14,1
48,Travel_Rarely,Sales,0,High School,Male,0,7,Married,6073.213505019692,1,20,5,7,5,2,4,0
29,Travel_Rarely,Human Resources,0,Masters,Female,1,5,Single,4426.678829657397,1,6,3,12,8,1,5,0
27,Travel_Rarely,Sales,0,Phd,Male,4,1,Divorced,2095.5275516030806,1,1,1,6,6,14,11,1
41,Travel_Rarely,Research & Development,0,Phd,Female,1,4,Married,1292.70786035993,0,0,1,2,5,4,1,1
33,Travel_Rarely,Sales,0,Phd,Male,4,4,Married,75.61254552960236,0,39,8,1,14,2,0,0
34,Travel_Rarely,Sales,1,Masters,Female,1,4,Married,2777.3159867127015,0,16,0,8,13,5,14,0
38,Travel_Frequently,Sales,0,Undergraduate,Male,1,2,Married,4524.365029216224,1,12,3,19,6,5,0,0
37,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Married,5030.229780317892,1,13,3,6,9,6,7,1
19,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,4,Married,4719.3733357782185,0,10,2,18,9,7,6,0
30,Travel_Frequently,Sales,0,High School,Male,2,4,Divorced,6030.209093038329,0,1,5,17,4,0,6,0
42,Travel_Frequently,Human Resources,0,Masters,Female,3,4,Divorced,7210.500624701067,0,20,4,19,6,6,6,0
28,Travel_Rarely,Sales,0,Phd,Male,2,4,Single,5897.334217109983,0,11,5,12,7,2,13,0
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,6,Divorced,4988.602766932077,0,23,3,0,6,14,4,1
32,Non-Travel,Research & Development,0,Masters,Male,2,2,Divorced,3859.0765966847407,0,2,4,12,8,3,0,0
9,Travel_Rarely,Research & Development,0,Phd,Male,1,2,Single,3195.557499692485,0,27,5,8,7,3,13,0
36,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Divorced,1138.18296815235,0,30,6,7,13,9,5,1
29,Travel_Frequently,Research & Development,0,High School,Male,2,0,Married,4481.6516656532085,0,28,4,10,9,7,6,0
41,Travel_Rarely,Research & Development,0,High School,Male,1,3,Single,2073.311697092884,0,17,3,14,3,6,14,0
38,Travel_Rarely,Sales,0,Undergraduate,Female,5,3,Single,-59.303628861488505,0,6,4,13,0,9,13,1
27,Travel_Frequently,Sales,0,Undergraduate,Male,2,0,Divorced,-653.3214800292621,0,9,1,2,4,2,11,0
40,Travel_Frequently,Research & Development,0,Masters,Male,1,3,Divorced,3321.531231028981,1,17,5,16,13,6,3,0
30,Travel_Rarely,Human Resources,0,High School,Male,1,2,Single,1670.7242858390225,1,22,2,8,7,2,2,1
28,Travel_Rarely,Sales,0,Masters,Male,2,2,Married,3418.5255813916674,0,30,2,2,6,5,2,0
20,Travel_Frequently,Research & Development,2,Undergraduate,Male,1,6,Divorced,773.5227601677079,1,39,2,15,7,4,13,0
39,Travel_Rarely,Research & Development,1,Phd,Male,2,0,Married,-460.0650828022781,0,15,2,7,10,7,12,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Divorced,5833.470750573384,0,17,1,18,5,4,1,0
30,Travel_Rarely,Research & Development,0,High School,Male,2,2,Married,4276.314947083159,0,20,3,2,1,1,6,0
19,Travel_Rarely,Sales,0,Masters,Female,3,0,Divorced,6295.401528190316,1,10,1,0,8,2,14,1
46,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Single,4798.491585659149,0,38,5,6,10,11,3,0
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,4,1,Married,694.1053288063358,0,35,1,3,10,11,5,1
38,Non-Travel,Research & Development,1,Masters,Male,2,2,Single,5619.834215836955,0,39,2,8,14,14,12,0
38,Travel_Rarely,Research & Development,0,High School,Female,2,4,Divorced,1113.2364338306936,0,16,1,8,10,4,14,0
21,Travel_Rarely,Sales,1,High School,Male,3,1,Married,6337.8208429780625,0,32,1,1,2,14,12,1
42,Travel_Rarely,Research & Development,0,Undergraduate,Male,5,3,Divorced,1264.0574885789606,0,32,2,3,8,0,9,0
32,Travel_Rarely,Research & Development,0,Phd,Male,3,1,Single,1276.8718443580806,0,38,4,14,5,14,6,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Single,4330.586763525284,0,26,5,16,7,1,13,0
16,Travel_Rarely,Sales,0,Masters,Female,6,5,Single,775.9882342228593,0,10,1,10,14,4,4,1
47,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Divorced,6640.821828702901,0,29,2,7,3,4,4,0
36,Non-Travel,Sales,0,High School,Male,1,5,Married,-897.2062078463246,0,4,4,0,2,2,7,0
33,Non-Travel,Sales,0,Phd,Male,2,0,Divorced,5327.283645411529,0,16,4,5,10,3,4,0
28,Travel_Rarely,Human Resources,0,Undergraduate,Male,4,3,Married,2657.1083847375785,0,7,3,4,6,10,0,1
34,Non-Travel,Sales,0,High School,Male,3,4,Single,3827.6305797020063,1,29,3,4,7,13,4,0
41,Travel_Rarely,Sales,0,Undergraduate,Male,3,1,Married,1275.4735369508255,0,3,1,2,0,6,7,1
34,Travel_Rarely,Human Resources,0,Phd,Male,0,3,Married,4257.043046978966,0,0,5,16,12,5,12,0
40,Travel_Rarely,Research & Development,0,Masters,Female,3,3,Divorced,4585.995515197325,1,9,1,16,10,13,5,0
24,Travel_Rarely,Research & Development,0,Masters,Female,0,2,Single,5242.232707816991,0,34,1,15,14,8,12,0
17,Travel_Rarely,Research & Development,0,Masters,Male,1,2,Married,696.9018905146868,0,12,2,18,2,4,2,0
27,Travel_Rarely,Sales,0,Undergraduate,Female,1,7,Divorced,6941.348581715732,0,35,4,13,8,9,14,0
31,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,2,Single,6558.121842850367,0,17,4,10,9,5,6,0
25,Travel_Rarely,Research & Development,0,Masters,Female,0,3,Married,3938.161492423095,0,13,4,2,11,4,10,0
34,Non-Travel,Sales,0,Undergraduate,Male,2,3,Single,2346.749135401172,0,28,3,13,12,12,0,1
32,Non-Travel,Sales,0,High School,Female,3,1,Married,2974.4564083053515,0,35,6,15,8,5,13,1
16,Travel_Rarely,Research & Development,0,High School,Female,4,2,Married,4196.142603480781,0,10,3,10,5,0,8,0
42,Travel_Rarely,Sales,0,Undergraduate,Male,1,1,Married,1064.5780817927725,0,33,3,0,1,6,11,1
33,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Married,1942.7075338064428,0,2,2,4,8,13,7,1
23,Travel_Rarely,Research & Development,0,Masters,Male,1,1,Single,1740.6985107897794,1,25,3,3,5,11,10,0
20,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Married,762.9625062854761,0,7,1,2,12,10,5,1
58,Travel_Rarely,Sales,0,Undergraduate,Female,2,4,Divorced,3429.766794550336,0,37,2,4,13,10,6,0
30,Travel_Rarely,Sales,0,Masters,Male,2,4,Married,5230.419322433543,0,13,1,1,7,9,5,1
14,Travel_Rarely,Research & Development,0,Masters,Female,1,3,Married,2612.3641642862212,0,32,4,17,0,2,4,0
20,Travel_Rarely,Human Resources,0,Undergraduate,Male,3,0,Married,2924.923791170422,0,36,2,11,2,3,11,0
36,Travel_Rarely,Sales,2,High School,Male,1,3,Single,4019.9963495870006,0,32,4,17,2,8,10,1
28,Travel_Rarely,Sales,0,Masters,Female,2,4,Divorced,3482.7899990244928,0,29,3,7,14,3,1,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Married,4160.733733758793,0,5,5,12,3,1,4,0
35,Travel_Rarely,Human Resources,1,Undergraduate,Male,1,1,Single,3033.8039651042127,0,28,1,0,3,10,7,1
35,Travel_Frequently,Sales,0,Masters,Male,0,5,Single,4235.969506154788,0,37,1,10,10,0,5,0
35,Travel_Rarely,Research & Development,1,Undergraduate,Male,3,4,Married,3932.0258536185884,0,11,4,8,10,3,3,0
33,Travel_Frequently,Research & Development,0,Undergraduate,Male,7,0,Married,397.798493931085,0,36,4,19,1,8,12,0
51,Travel_Rarely,Sales,1,Masters,Female,2,2,Married,1525.4267702260354,1,21,1,1,1,5,4,1
31,Travel_Rarely,Sales,0,High School,Male,1,4,Divorced,2312.615505213066,0,19,6,16,4,10,7,1
46,Travel_Rarely,Sales,0,Masters,Male,2,4,Divorced,5707.839617436606,1,32,5,9,9,3,4,0
37,Travel_Rarely,Sales,0,High School,Female,1,4,Married,1426.6380604895285,0,32,0,0,12,9,10,1
45,Travel_Rarely,Human Resources,0,Undergraduate,Male,2,6,Divorced,1375.7671526993302,0,1,7,8,4,10,7,0
41,Travel_Rarely,Research & Development,0,Masters,Male,2,6,Married,5762.032416615151,0,1,3,15,9,7,7,0
46,Non-Travel,Human Resources,0,Undergraduate,Female,4,2,Single,4638.664297586623,0,32,1,16,13,0,1,0
60,Travel_Rarely,Sales,0,Masters,Male,2,1,Single,6222.6723803403565,0,30,2,14,12,0,1,0
34,Travel_Rarely,Research & Development,0,Phd,Male,2,5,Single,-468.4112135712867,0,29,5,13,2,9,3,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Divorced,3058.843929474911,0,20,3,13,0,5,9,0
54,Travel_Rarely,Research & Development,0,High School,Female,0,4,Married,2665.6649287942687,0,33,2,19,3,10,10,0
37,Travel_Rarely,Research & Development,0,Masters,Male,2,4,Divorced,-1115.5334254234049,1,16,4,7,11,1,4,0
9,Travel_Rarely,Research & Development,0,High School,Male,1,1,Married,6630.7871270586575,0,27,2,13,13,14,14,0
31,Travel_Rarely,Research & Development,0,High School,Female,2,1,Divorced,3434.253659675208,0,39,3,0,11,8,5,1
31,Travel_Rarely,Human Resources,0,Undergraduate,Male,2,2,Divorced,-1097.1276343764184,0,9,3,8,1,0,4,0
36,Travel_Rarely,Research & Development,2,Masters,Female,2,0,Single,5393.057025289005,1,1,0,10,14,4,6,0
29,Travel_Rarely,Sales,0,Undergraduate,Female,2,2,Single,7423.952497247652,0,14,4,19,1,5,1,0
58,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,6,Single,2011.0985703164401,0,22,4,10,12,14,13,0
57,Travel_Rarely,Sales,0,Masters,Male,3,3,Single,4728.833140187458,0,38,6,14,4,9,12,1
19,Travel_Rarely,Research & Development,0,Phd,Male,4,4,Married,4350.130769765392,0,39,4,19,4,10,10,0
26,Travel_Frequently,Sales,0,Undergraduate,Male,3,5,Single,7959.534557851893,0,25,4,5,10,8,7,1
46,Travel_Frequently,Sales,1,Undergraduate,Female,1,1,Divorced,7745.653335923113,0,13,7,0,13,2,3,0
27,Travel_Rarely,Sales,0,High School,Male,0,5,Single,813.2898699357438,1,22,0,12,10,6,12,1
31,Travel_Frequently,Sales,0,Masters,Male,2,4,Single,6535.623021780595,0,4,3,5,5,0,1,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,4,Married,1521.6006773428526,0,7,1,15,12,0,10,0
49,Travel_Rarely,Human Resources,0,Undergraduate,Male,6,4,Married,4418.6414950379885,0,30,4,12,11,11,5,1
34,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,4,Married,3108.8462789731466,0,2,2,11,4,2,10,0
48,Travel_Rarely,Sales,0,High School,Female,0,3,Divorced,316.56822080764186,0,26,2,8,1,6,12,1
29,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,2,Divorced,2866.451609781407,1,24,2,5,10,11,9,1
43,Travel_Rarely,Human Resources,0,Phd,Female,2,1,Single,1040.921752480679,0,24,4,5,9,6,5,0
32,Travel_Rarely,Research & Development,0,Phd,Male,2,2,Married,2771.5545445505536,0,38,4,10,4,13,3,0
37,Travel_Rarely,Research & Development,0,Masters,Female,2,2,Divorced,1530.8169096495646,1,17,4,5,12,8,5,0
31,Non-Travel,Human Resources,0,Undergraduate,Male,3,2,Single,3466.5507300474187,1,29,3,5,3,1,5,0
32,Travel_Frequently,Research & Development,1,Undergraduate,Female,2,5,Single,5368.786863770129,0,37,5,17,8,6,0,0
34,Travel_Rarely,Sales,2,Undergraduate,Female,1,3,Married,2558.2959748648173,1,1,2,9,7,14,12,1
38,Travel_Rarely,Research & Development,0,Phd,Male,3,4,Divorced,2396.5181300275167,0,0,0,14,6,3,2,0
43,Travel_Rarely,Research & Development,0,Phd,Female,2,7,Single,4216.451451419718,0,19,5,13,6,8,2,0
25,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Single,1790.5787711366195,1,17,4,6,13,14,10,0
22,Travel_Frequently,Human Resources,0,Undergraduate,Female,1,5,Divorced,2332.074713283505,1,39,4,9,8,9,6,0
48,Travel_Frequently,Research & Development,4,High School,Male,0,4,Single,5340.447721977349,0,38,3,7,1,10,0,0
55,Travel_Rarely,Research & Development,0,Masters,Male,2,6,Single,3218.9616672550046,0,15,2,12,8,2,1,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,4,Single,3754.683168034153,1,17,1,11,3,11,11,0
48,Travel_Frequently,Research & Development,0,Undergraduate,Male,0,5,Single,4407.828397780168,0,28,7,10,8,12,8,0
31,Travel_Rarely,Sales,0,High School,Male,3,3,Single,7341.554125102212,0,19,1,2,13,4,2,0
41,Travel_Rarely,Research & Development,0,Masters,Male,1,0,Single,1611.0025267055485,0,8,2,12,5,4,10,0
39,Travel_Rarely,Sales,0,Undergraduate,Female,5,0,Single,2003.1333300983042,1,17,1,12,6,10,5,1
37,Travel_Frequently,Research & Development,0,High School,Male,3,3,Single,4562.5262392256145,1,30,7,13,6,12,1,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,5,Divorced,1964.0556576429021,0,20,3,17,7,0,8,0
19,Non-Travel,Human Resources,0,Undergraduate,Male,0,4,Single,2362.78396239676,1,9,0,6,10,11,10,0
47,Travel_Rarely,Human Resources,0,Masters,Female,5,1,Married,6277.855671846082,0,31,0,8,3,14,8,1
43,Travel_Rarely,Human Resources,0,Phd,Male,2,5,Divorced,2243.790583185875,1,14,0,8,13,5,8,0
28,Travel_Rarely,Sales,0,Undergraduate,Female,0,2,Divorced,1415.340076699691,0,24,14,10,13,14,7,1
39,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Divorced,-716.3966487522148,0,8,4,18,5,9,14,1
30,Travel_Frequently,Research & Development,1,Undergraduate,Male,3,4,Married,2080.1098105812357,0,34,1,6,5,11,2,1
44,Travel_Rarely,Research & Development,0,Phd,Male,3,5,Married,5413.734214289264,0,32,3,6,11,4,8,0
40,Travel_Frequently,Sales,0,Undergraduate,Male,2,6,Married,4832.829395777727,0,28,0,17,6,2,0,0
51,Travel_Rarely,Research & Development,0,Masters,Male,3,4,Married,2889.8271689962585,1,27,3,6,1,11,1,0
36,Non-Travel,Sales,0,High School,Male,2,5,Married,3138.3280218604627,1,21,3,15,10,6,8,0
34,Travel_Rarely,Sales,0,Undergraduate,Male,1,1,Single,4971.611082348014,1,7,2,18,13,9,10,1
35,Travel_Rarely,Sales,0,Undergraduate,Male,2,1,Married,2370.1085989246976,1,29,3,15,6,1,13,0
63,Travel_Rarely,Sales,0,Undergraduate,Male,0,4,Single,7261.866367460701,0,15,1,11,11,11,10,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,2,Married,4902.2357342527475,1,19,2,12,1,8,11,0
36,Travel_Frequently,Human Resources,0,Phd,Female,4,3,Married,3617.3794242005238,1,21,2,1,6,9,11,1
44,Travel_Rarely,Sales,0,Phd,Female,1,4,Single,1396.776961618062,0,16,3,2,5,10,14,0
33,Travel_Rarely,Sales,0,Phd,Female,0,1,Single,2394.5947991641424,0,3,4,8,6,4,13,0
39,Non-Travel,Research & Development,0,High School,Male,1,3,Divorced,6449.777765449591,0,15,1,11,11,6,4,0
45,Travel_Rarely,Human Resources,1,Undergraduate,Male,4,4,Single,2731.304100753811,0,4,5,2,8,12,13,1
9,Travel_Frequently,Research & Development,0,High School,Male,3,5,Married,5212.804209143733,0,11,5,14,1,6,6,0
22,Travel_Rarely,Research & Development,1,High School,Male,3,7,Single,4000.4926688292944,0,35,3,19,12,11,12,0
23,Travel_Rarely,Research & Development,1,Masters,Female,1,8,Single,4210.3910827822865,0,26,2,5,13,3,0,0
32,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,1,Single,4770.808836323854,0,2,1,15,11,8,11,0
32,Travel_Rarely,Research & Development,0,Phd,Female,1,2,Single,2046.010751886141,0,36,6,3,5,4,0,0
40,Travel_Rarely,Human Resources,0,Phd,Female,2,2,Married,3441.5095453975027,0,11,2,5,5,11,8,0
42,Travel_Frequently,Research & Development,0,Phd,Male,0,2,Single,5842.664077557964,1,6,5,2,7,3,0,1
50,Travel_Rarely,Human Resources,0,High School,Female,1,3,Married,3908.7996397361076,0,38,2,6,8,12,13,0
32,Travel_Rarely,Research & Development,0,Masters,Female,3,3,Married,4057.509740875109,0,34,4,5,0,3,4,0
31,Travel_Frequently,Sales,0,Phd,Male,1,4,Married,3466.698616274322,1,5,7,5,7,2,7,0
30,Travel_Rarely,Sales,0,Phd,Male,2,3,Married,-2120.33528863234,0,2,4,17,0,7,5,1
26,Travel_Rarely,Sales,1,Undergraduate,Male,1,3,Divorced,6736.614392943587,1,26,6,7,4,10,7,1
37,Travel_Rarely,Sales,0,High School,Female,1,5,Single,5827.110158949959,0,7,3,7,13,10,10,0
23,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,3,Divorced,7917.364823113498,1,20,7,14,5,6,7,0
47,Travel_Rarely,Research & Development,0,Masters,Female,2,4,Divorced,2457.385808811898,0,31,5,14,11,1,2,0
38,Travel_Rarely,Sales,0,Undergraduate,Male,1,5,Married,5648.392203073795,0,3,5,6,3,12,6,0
43,Travel_Rarely,Research & Development,1,Undergraduate,Female,2,4,Married,1371.8990610090184,0,31,3,3,0,1,10,0
51,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,2,Married,7012.764546371691,0,3,2,6,5,8,5,1
12,Travel_Rarely,Sales,0,Undergraduate,Female,4,1,Single,2690.968065477871,1,23,2,4,12,3,1,1
34,Travel_Rarely,Sales,0,Undergraduate,Male,0,3,Married,1741.4992229781615,0,36,2,6,3,11,6,1
29,Travel_Rarely,Sales,0,High School,Female,3,5,Married,7589.5366896161495,0,19,4,5,6,1,4,0
40,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Divorced,2522.31785797575,0,28,2,4,3,2,9,0
43,Travel_Rarely,Sales,0,High School,Female,0,2,Married,5631.769489081062,0,32,3,8,13,2,13,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,6,Single,2366.50753161833,0,33,5,7,13,12,14,0
36,Travel_Frequently,Sales,0,Masters,Male,1,2,Single,3065.048064668905,0,12,2,9,0,8,13,1
33,Travel_Rarely,Sales,0,Undergraduate,Male,2,4,Divorced,360.8786354560416,0,37,3,11,4,14,1,0
44,Travel_Rarely,Sales,0,Masters,Male,3,5,Married,3840.3439786821014,0,7,5,5,13,4,13,0
35,Travel_Rarely,Sales,0,Phd,Male,0,4,Single,5164.808090180787,0,21,3,0,4,13,4,1
52,Travel_Rarely,Research & Development,0,Phd,Male,2,4,Single,2003.5929864648488,0,26,2,4,5,6,10,0
30,Travel_Rarely,Research & Development,0,Masters,Male,1,6,Married,2867.0282278357154,0,25,3,18,11,11,13,0
53,Travel_Rarely,Research & Development,1,Masters,Male,1,3,Single,4469.441101566017,0,13,7,18,7,13,6,0
23,Travel_Rarely,Research & Development,1,Masters,Female,1,4,Single,4675.788311360161,0,13,1,11,3,5,12,0
38,Travel_Rarely,Research & Development,0,Phd,Male,2,3,Divorced,4297.611194668736,1,34,5,3,3,4,11,0
36,Non-Travel,Research & Development,0,Phd,Male,0,0,Divorced,8855.899857447159,0,30,1,1,11,6,0,1
28,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,2,Single,2971.12718550381,0,3,1,18,3,6,3,0
21,Travel_Rarely,Research & Development,0,Masters,Male,1,7,Married,3192.1640002241784,1,10,2,3,5,12,5,0
44,Travel_Rarely,Human Resources,0,High School,Male,4,5,Single,4682.08083083203,0,25,2,10,4,11,4,1
35,Travel_Rarely,Human Resources,0,Masters,Male,0,2,Married,2329.0061551377175,0,0,1,15,6,4,14,0
45,Travel_Rarely,Research & Development,0,Masters,Male,0,4,Single,2205.140054710013,0,17,3,13,12,8,12,0
53,Travel_Rarely,Sales,0,Phd,Male,0,4,Divorced,3189.3028871495385,1,19,2,7,4,0,7,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Married,4325.200003448608,0,20,4,9,14,14,12,0
45,Travel_Frequently,Sales,0,Phd,Male,2,2,Single,4080.615798402476,0,9,4,2,9,0,12,0
31,Travel_Rarely,Human Resources,0,Undergraduate,Male,2,6,Single,3306.409265979023,1,0,4,16,10,3,14,0
49,Travel_Rarely,Sales,0,Phd,Female,3,2,Married,5906.434464875285,0,4,5,19,11,11,12,1
50,Travel_Rarely,Sales,0,Phd,Female,4,2,Single,4195.179113077156,1,18,4,4,3,14,6,1
41,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,3,Divorced,-527.462904190827,0,21,4,5,4,6,7,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Single,1792.751594846178,0,9,1,14,12,1,0,0
36,Travel_Rarely,Sales,0,Masters,Male,0,3,Single,2246.2327920699304,1,34,3,8,2,7,0,1
37,Travel_Rarely,Human Resources,0,Phd,Male,6,4,Divorced,5448.050811176522,0,24,4,12,3,13,1,1
40,Travel_Frequently,Research & Development,0,Phd,Female,0,0,Single,4605.731874528907,0,29,2,5,4,3,9,0
35,Travel_Rarely,Research & Development,0,Masters,Male,5,4,Divorced,818.7703650436683,0,13,3,9,1,14,13,0
32,Travel_Frequently,Research & Development,0,Undergraduate,Male,0,5,Married,2352.1915505405254,0,26,3,12,11,10,12,0
33,Travel_Rarely,Human Resources,0,High School,Female,6,8,Single,1319.62515098407,0,31,2,16,1,10,5,1
35,Non-Travel,Research & Development,0,Phd,Male,0,4,Single,6247.33370762793,0,5,6,1,6,11,2,1
47,Travel_Rarely,Research & Development,0,Masters,Male,3,2,Single,313.3254792720054,1,8,2,4,11,12,4,0
26,Travel_Frequently,Research & Development,0,High School,Female,3,2,Married,4472.015611555176,0,30,2,8,5,8,5,0
16,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,5,Married,3575.5495296248773,1,0,1,9,4,8,9,0
20,Travel_Rarely,Sales,0,Masters,Male,3,5,Divorced,4837.201943291156,1,25,4,6,12,5,5,0
37,Travel_Rarely,Research & Development,1,High School,Female,1,2,Single,5287.500317049702,0,10,2,8,10,12,8,0
38,Travel_Rarely,Sales,0,Undergraduate,Female,2,3,Single,4021.6933727769883,0,19,4,15,1,13,0,1
47,Travel_Frequently,Sales,0,Phd,Male,1,1,Married,3533.6405885080912,0,15,3,17,0,6,4,1
60,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Married,4175.784599935945,0,4,2,2,6,14,4,1
33,Travel_Rarely,Human Resources,0,Masters,Male,4,1,Married,3855.358120179673,0,8,3,0,4,4,12,1
46,Travel_Rarely,Sales,0,Phd,Female,1,1,Married,5960.96661708996,0,3,2,16,7,3,0,0
29,Travel_Rarely,Research & Development,0,Masters,Male,2,1,Married,6858.334127446737,1,24,2,16,13,6,6,0
46,Travel_Rarely,Human Resources,0,Undergraduate,Male,0,1,Single,2233.1266716632954,0,23,10,2,0,1,2,0
38,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,3,Divorced,4109.1286092567825,0,29,4,9,2,10,0,0
23,Travel_Rarely,Sales,0,High School,Male,2,3,Married,4360.735300538135,0,11,6,10,14,5,2,0
38,Non-Travel,Human Resources,0,Phd,Male,0,5,Divorced,2516.298124924237,0,6,8,13,7,6,5,0
40,Travel_Rarely,Sales,0,Phd,Male,0,4,Married,1368.878565711617,0,6,4,4,6,14,3,1
39,Travel_Rarely,Sales,0,Masters,Male,1,4,Single,2313.560600922336,0,38,4,4,7,10,0,0
32,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Married,1450.3962058213808,0,17,4,4,4,8,4,1
50,Travel_Rarely,Sales,1,Phd,Male,3,3,Single,4224.013611363245,0,36,4,15,4,4,4,0
46,Travel_Rarely,Research & Development,0,Masters,Male,5,6,Married,5664.963504764672,0,17,2,5,9,3,2,0
42,Travel_Rarely,Research & Development,0,High School,Female,0,3,Married,-10.54386086772547,0,19,4,4,9,2,14,0
28,Travel_Rarely,Human Resources,0,High School,Male,1,3,Married,971.9034596412098,0,5,2,15,11,11,2,1
31,Travel_Rarely,Sales,0,Undergraduate,Female,1,0,Single,2447.2711389660644,0,21,4,11,13,4,14,0
